,name,FullServiceRestaurant,Hospital,LargeHotel,LargeOffice,MediumOffice,MidriseApartment,OutPatient,PrimarySchool,QuickServiceRestaurant,ResidBase,ResidHigh,ResidLow,SecondarySchool,SmallHotel,SmallOffice,Stand-aloneRetail,StripMall,SuperMarket,Warehouse
104,N_1100080073,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4179.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,87.0
105,N_1100123587,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16014.0,0.0,0.0,0.0,0.0,177.0,0.0,73.0
106,N_1100123584,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37607.0,0.0,0.0,0.0,0.0,129.0,0.0,157.0
107,N_1100060028,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393.0,501.0,5820.0,0.0,0.0,0.0,0.0,482.0,0.0,93.0
108,N_1100123582,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,107.0,46.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0
109,N_1100123583,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27727.0,0.0,0.0,0.0,0.0,119.0,0.0,117.0
110,N_1100006348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,N_1100080347,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11578.0,0.0,0.0,0.0,0.0,130.0,0.0,53.0
112,N_1100041228,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123985.0,0.0,0.0,0.0,0.0,562.0,0.0,523.0
113,N_1100123570,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20168.0,0.0,0.0,0.0,0.0,254.0,0.0,95.0
114,N_1100017200,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11801.0,0.0,0.0,0.0,0.0,148.0,0.0,55.0
115,N_1100123588,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13095.0,0.0,0.0,0.0,0.0,172.0,0.0,62.0
116,N_1100017202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8103.0,0.0,0.0,0.0,0.0,2.0,0.0,34.0
117,N_1100080095,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47071.0,0.0,0.0,0.0,0.0,290.0,0.0,202.0
118,N_1100080090,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64248.0,0.0,0.0,0.0,0.0,233.0,0.0,268.0
119,N_1100122360,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60781.0,0.0,0.0,0.0,0.0,313.0,0.0,258.0
120,N_1100123768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,N_1100408664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22295.0,0.0,0.0,0.0,0.0,69.0,0.0,93.0
122,N_1100042946,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46905.0,0.0,0.0,0.0,0.0,216.0,0.0,198.0
123,N_1100079972,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53210.0,0.0,0.0,0.0,0.0,193.0,0.0,222.0
124,N_1100123765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,N_1100123762,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6685.0,0.0,0.0,0.0,0.0,108.0,0.0,33.0
126,N_1100080099,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43902.0,0.0,0.0,0.0,0.0,294.0,0.0,190.0
127,N_1100079975,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23026.0,0.0,0.0,0.0,0.0,282.0,0.0,107.0
128,N_1100079974,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69288.0,0.0,0.0,0.0,0.0,338.0,0.0,293.0
129,N_1100123605,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12778.0,0.0,0.0,0.0,0.0,119.0,0.0,57.0
130,N_1100041803,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40832.0,0.0,0.0,0.0,0.0,151.0,0.0,171.0
131,N_1100123568,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17504.0,0.0,0.0,0.0,0.0,224.0,0.0,82.0
132,N_1100123569,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16197.0,0.0,0.0,0.0,0.0,116.0,0.0,71.0
133,N_1100123603,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35489.0,0.0,0.0,0.0,0.0,185.0,0.0,151.0
134,N_1100122678,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15949.0,0.0,0.0,0.0,0.0,85.0,0.0,68.0
135,N_1100122676,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35804.0,0.0,0.0,0.0,0.0,124.0,0.0,149.0
136,N_1100065342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,N_1100164300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0
138,N_1100122671,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,6005.0,0.0,0.0,0.0,0.0,139.0,0.0,33.0
139,N_1100080092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88105.0,0.0,0.0,0.0,0.0,89.0,0.0,364.0
140,N_1100015970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0,29776.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0
141,N_1100123871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,N_1100090464,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31729.0,0.0,0.0,0.0,0.0,193.0,0.0,136.0
143,N_1100090465,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34293.0,0.0,0.0,0.0,0.0,140.0,0.0,144.0
144,N_1100043157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,N_1100059920,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63861.0,0.0,0.0,0.0,0.0,209.0,0.0,266.0
146,N_1100079935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,N_1100084642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,N_1100063355,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,0.0,10097.0,0.0,0.0,0.0,0.0,294.0,0.0,65.0
149,N_1100015249,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178448.0,0.0,0.0,0.0,0.0,668.0,0.0,746.0
150,N_1100123592,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,35.0
151,N_1100123595,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39774.0,0.0,0.0,0.0,0.0,390.0,0.0,180.0
152,N_1100009254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83810.0,0.0,0.0,0.0,0.0,125.0,0.0,345.0
153,N_1100123599,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41965.0,0.0,0.0,0.0,0.0,167.0,0.0,176.0
154,N_1100079933,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27582.0,0.0,29458.0,0.0,0.0,0.0,0.0,1502.0,0.0,414.0
155,N_1100079980,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70001.0,0.0,0.0,0.0,0.0,190.0,0.0,289.0
156,N_1100123721,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,8.0
157,N_1100080087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85933.0,0.0,0.0,0.0,0.0,171.0,0.0,353.0
158,N_1100080086,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48700.0,0.0,0.0,0.0,0.0,353.0,0.0,213.0
159,N_1100080085,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39346.0,0.0,0.0,0.0,0.0,431.0,0.0,180.0
160,N_1100041003,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89943.0,0.0,0.0,0.0,0.0,269.0,0.0,373.0
161,N_1100080081,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47007.0,0.0,0.0,0.0,0.0,548.0,0.0,217.0
162,N_1100123796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
163,N_1100123770,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8582.0,0.0,0.0,0.0,0.0,158.0,0.0,43.0
164,N_1100123773,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,1539.0,0.0,0.0,0.0,0.0,47.0,0.0,10.0
165,N_1100123602,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30402.0,0.0,0.0,0.0,0.0,238.0,0.0,134.0
166,N_1100123775,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11352.0,0.0,0.0,0.0,0.0,108.0,0.0,51.0
167,N_1100123774,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11418.0,0.0,0.0,0.0,0.0,96.0,0.0,51.0
168,N_1100123776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0
169,N_1100063857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3951.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0
170,N_1100122408,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.0,78.0,3281.0,0.0,0.0,0.0,0.0,239.0,0.0,46.0
171,N_1100122409,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19091.0,0.0,0.0,0.0,0.0,99.0,0.0,81.0
172,N_1100080009,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61305.0,0.0,0.0,0.0,0.0,221.0,0.0,256.0
173,N_1100080007,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41985.0,0.0,0.0,0.0,0.0,570.0,0.0,199.0
174,N_1100080006,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75346.0,0.0,0.0,0.0,0.0,393.0,0.0,320.0
175,N_1100080005,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42197.0,0.0,0.0,0.0,0.0,271.0,0.0,182.0
176,N_1100123573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25977.0,0.0,0.0,0.0,0.0,39.0,0.0,107.0
177,N_1100123720,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3512.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0
178,N_1100122402,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39993.0,0.0,0.0,0.0,0.0,153.0,0.0,167.0
179,N_1100123792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6206.0,0.0,0.0,0.0,0.0,18.0,0.0,26.0
180,N_1100079901,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20866.0,0.0,0.0,0.0,0.0,147.0,0.0,91.0
181,N_1100041801,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68505.0,0.0,0.0,0.0,0.0,341.0,0.0,290.0
182,N_1100080185,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3036.0,5.0,0.0,0.0,0.0,0.0,354.0,0.0,61.0
183,N_1100041804,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2144.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,62.0
184,N_1100043332,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28124.0,0.0,0.0,0.0,0.0,196.0,0.0,122.0
185,N_1100009255,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25646.0,0.0,0.0,0.0,0.0,311.0,0.0,119.0
186,N_1100044784,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47378.0,0.0,0.0,0.0,0.0,390.0,0.0,209.0
187,N_1100041121,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.0,2.0,5729.0,0.0,0.0,0.0,0.0,244.0,0.0,49.0
188,N_1100041120,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,35.0
189,N_1100040433,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32045.0,0.0,0.0,0.0,0.0,309.0,0.0,144.0
190,N_1100040430,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335.0,433.0,5824.0,0.0,0.0,0.0,0.0,472.0,0.0,91.0
191,N_1100040431,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83729.0,0.0,0.0,0.0,0.0,275.0,0.0,348.0
192,N_1100009013,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31606.0,0.0,0.0,0.0,0.0,144.0,0.0,133.0
193,N_1100001309,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,1836.0,702.0,0.0,0.0,0.0,0.0,286.0,0.0,52.0
194,N_1100040434,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33013.0,0.0,0.0,0.0,0.0,116.0,0.0,138.0
195,N_1100040435,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34129.0,0.0,0.0,0.0,0.0,354.0,0.0,155.0
196,N_1100123725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,146.0,61.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0
197,N_1100094150,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30917.0,0.0,0.0,0.0,0.0,140.0,0.0,130.0
198,N_1100161721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,N_1100414285,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104367.0,0.0,0.0,0.0,0.0,304.0,0.0,432.0
200,N_1100414286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99026.0,0.0,0.0,0.0,0.0,81.0,0.0,409.0
201,N_1100122371,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49966.0,0.0,0.0,0.0,0.0,162.0,0.0,208.0
202,N_1100040956,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43262.0,0.0,0.0,0.0,0.0,229.0,0.0,184.0
203,N_1100123782,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28439.0,0.0,0.0,0.0,0.0,170.0,0.0,122.0
204,N_1100016682,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,48.0
205,N_1100123652,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48189.0,0.0,0.0,0.0,0.0,233.0,0.0,204.0
206,N_1100016687,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36641.0,0.0,0.0,0.0,0.0,310.0,0.0,162.0
207,N_1100123653,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42972.0,0.0,0.0,0.0,0.0,151.0,0.0,179.0
208,N_1100123661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0
